NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1135,1216,1170,1241,1293
ESO,604,600,593,593,562
Bachillerato,192,194,177,203,205
FP GM,128,152,135,135,173
FP GS,59,81,80,107,128
FPB,152,189,185,203,225
