NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,895,859,928,958,884
ESO,492,443,415,402,331
Bachillerato,270,208,236,215,239
FP GM,89,88,119,149,126
FP GS,22,94,129,168,157
FPB,22,26,29,24,31
