NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,861,933,870,860,885
ESO,639,629,594,566,583
Bachillerato,196,250,224,242,244
FP GS,26,54,52,52,58
