NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,108,97,107,103,110
Infantil I Ciclo,58,59,59,57,59
Infantil II Ciclo,50,38,48,46,51
