NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,889,1023,1077,1112,1140
ESO,528,561,600,607,609
Bachillerato,161,203,236,255,240
FP GM,80,102,80,83,107
FP GS,50,83,85,94,111
FPB,70,74,76,73,73
