NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,206,197,199,240,396
Infantil I Ciclo,0,0,0,37,199
Infantil II Ciclo,68,55,53,51,56
Primaria,138,142,146,152,141
