NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1469,1557,1390,1365,1428
ESO,519,514,498,488,456
Bachillerato,240,246,200,194,198
FP GM,254,288,238,243,286
FP GS,391,396,348,324,353
FPB,65,113,106,116,135
