NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,91,95,110,108,112
Educación Básica Obligatoria,57,55,67,71,74
Educación Infantil Especial,5,7,13,11,12
Programa Formación Transición Vida Adulta,29,33,30,26,26
