NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,114,115,126,119,114
Infantil I Ciclo,59,58,63,62,60
Infantil II Ciclo,55,57,63,57,54
