NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,489,479,462,487,510
Infantil I Ciclo,0,0,0,36,41
Infantil II Ciclo,137,143,144,156,172
Primaria,352,336,318,295,297
