NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,638,669,692,730,734
ESO,443,444,438,442,436
Bachillerato,146,144,148,158,170
FP GM,49,81,93,99,94
FP GS,0,0,13,31,34
