NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,299,280,315,292,270
Infantil I Ciclo,0,0,38,39,36
Infantil II Ciclo,73,68,66,64,56
Primaria,226,212,211,189,178
