NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1435,1316,1188,1161,1306
FP GM,504,446,388,397,474
FP GS,757,691,644,627,681
FPB,174,179,156,137,151
