NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,507,442,447,474,488
Infantil I Ciclo,0,0,37,39,39
Infantil II Ciclo,97,74,67,82,120
Primaria,410,368,343,353,329
