NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1708,1767,1649,1645,1767
ESO,577,565,597,592,545
Bachillerato,298,291,216,204,237
FP GM,260,308,284,288,352
FP GS,500,534,483,494,562
FPB,73,69,69,67,71
