NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,85,93,97,107,109
Infantil I Ciclo,53,59,56,60,57
Infantil II Ciclo,32,34,41,47,52
