NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,148,164,159,160,164
Infantil II Ciclo,39,49,46,43,39
Primaria,95,97,102,99,103
Educación Básica Obligatoria,12,17,11,13,15
Educación Infantil Especial,2,1,0,5,7
