NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,963,1024,1081,1149,1135
Infantil II Ciclo,230,224,228,229,206
Primaria,509,530,538,560,562
ESO,224,270,315,360,367
