NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,217,216,241,303,318
Infantil I Ciclo,0,0,0,38,38
Infantil II Ciclo,48,46,60,67,63
Primaria,169,170,181,198,217
