NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1331,1440,1494,1569,1596
ESO,728,777,863,863,844
Bachillerato,182,177,184,200,232
FP GM,248,321,303,336,369
FP GS,120,111,102,119,96
FPB,53,54,42,51,55
