NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1269,1351,1371,1413,1451
ESO,813,871,945,959,950
Bachillerato,241,258,253,280,311
FP GM,93,114,79,64,80
FPB,122,108,94,110,110
