NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,947,889,822,811,781
Infantil II Ciclo,141,139,153,164,175
Primaria,514,465,408,396,342
ESO,292,285,261,251,264
