NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,362,408,413,442,431
Infantil II Ciclo,116,108,87,87,89
Primaria,206,218,209,206,193
ESO,40,82,117,149,149
