NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1235,1184,1351,1403,1388
ESO,750,738,789,772,726
Bachillerato,267,205,266,282,304
FP GM,126,131,167,197,193
FP GS,92,110,129,152,165
