NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,489,467,552,573,551
Infantil II Ciclo,105,94,90,100,102
Primaria,227,224,274,266,255
ESO,157,149,188,207,194
