NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,447,482,467,457,436
Infantil II Ciclo,102,101,95,94,92
Primaria,293,279,270,258,238
ESO,52,102,102,105,106
