NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,603,540,535,494,430
Infantil I Ciclo,0,0,22,23,30
Infantil II Ciclo,134,121,116,114,95
Primaria,469,419,397,357,305
