NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,251,229,268,257,269
Infantil I Ciclo,0,0,32,39,34
Infantil II Ciclo,61,62,65,60,59
Primaria,190,167,171,158,176
