NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,473,464,425,426,412
Infantil I Ciclo,0,0,0,39,35
Infantil II Ciclo,136,137,99,94,91
Primaria,337,327,326,293,286
