NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,314,266,307,312,306
Infantil I Ciclo,0,0,39,40,39
Infantil II Ciclo,67,52,47,55,60
Primaria,230,201,211,198,185
Educación Básica Obligatoria,14,10,10,13,17
Educación Infantil Especial,3,3,0,6,5
