NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,136,135,135,161,173
Educación Básica Obligatoria,97,103,117,115,117
Educación Infantil Especial,11,12,0,17,23
Programa Formación Transición Vida Adulta,28,20,18,29,33
