NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,191,183,229,243,234
Infantil I Ciclo,0,0,38,38,40
Infantil II Ciclo,42,45,53,61,58
Primaria,149,138,138,144,136
