NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1435,1331,1355,1351,1374
ESO,503,467,493,488,477
Bachillerato,319,309,280,238,227
FP GM,283,262,275,287,318
FP GS,330,293,307,333,352
FPB,0,0,0,5,0
