NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,181,181,272,275,311
Infantil I Ciclo,0,0,41,39,38
Infantil II Ciclo,47,45,63,60,60
Primaria,134,136,168,176,213
