NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,100,101,99,101,121
Educación Básica Obligatoria,80,78,79,80,87
Educación Infantil Especial,3,3,1,3,8
Programa Formación Transición Vida Adulta,17,20,19,18,26
