NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,787,724,703,679,599
Infantil I Ciclo,0,0,39,79,81
Infantil II Ciclo,173,141,151,142,120
Primaria,614,583,513,458,398
