NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1412,1456,1381,1312,1326
ESO,205,218,216,185,156
Bachillerato,77,65,58,50,44
FP GM,509,561,511,500,552
FP GS,454,446,449,439,434
FPB,167,166,147,138,140
