NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,609,571,627,721,790
ESO,389,356,417,447,483
Bachillerato,220,215,180,192,191
FP GS,0,0,30,82,116
