NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,226,219,266,279,270
Infantil I Ciclo,0,0,38,40,38
Infantil II Ciclo,57,62,69,65,62
Primaria,169,157,159,174,170
