NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,96,94,104,123,128
Infantil I Ciclo,0,0,0,19,32
Infantil II Ciclo,26,23,26,25,26
Primaria,70,71,78,79,70
