NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,459,442,461,464,446
Infantil II Ciclo,125,131,155,154,148
Primaria,334,311,300,303,291
Educación Básica Obligatoria,0,0,1,4,4
Educación Infantil Especial,0,0,5,3,3
