NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,93,79,113,92,90
ESO,27,11,33,26,18
FPB,60,59,72,65,64
Programas Profesionales Modalidad General,6,9,8,1,8
