NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1326,1318,1312,1273,1294
Infantil II Ciclo,432,435,434,423,435
Primaria,894,883,878,850,859
