NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,2388,2582,2499,2545,2887
FP GM,538,663,678,714,881
FP GS,1699,1716,1635,1634,1752
FPB,151,203,186,197,254
