NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,520,552,594,604,598
Infantil II Ciclo,144,139,131,126,110
Primaria,303,294,288,297,297
ESO,73,119,175,181,191
