NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,392,400,420,425,422
Infantil II Ciclo,74,83,88,77,77
Primaria,162,163,165,182,188
ESO,146,146,160,156,146
Educación Básica Obligatoria,8,6,6,10,11
Educación Infantil Especial,2,2,1,0,0
