NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1512,1700,1788,1348,1380
ESO,530,555,568,526,523
Bachillerato,178,141,156,166,168
FP GM,506,645,701,452,466
FP GS,267,329,334,181,197
FPB,31,30,29,23,26
