NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,708,878,949,1061,1093
FP GM,207,227,243,251,281
FP GS,407,551,595,701,699
FPB,94,100,111,109,113
