NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,112,120,111,114,108
Infantil I Ciclo,60,60,75,91,108
Infantil II Ciclo,52,60,36,23,0
