NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,247,217,242,244,244
Infantil I Ciclo,0,0,38,40,41
Infantil II Ciclo,67,62,68,68,63
Primaria,180,155,136,136,140
