NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,182,167,172,181,216
Infantil I Ciclo,0,0,0,0,44
Infantil II Ciclo,55,46,46,53,44
Primaria,127,121,126,128,128
