NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,290,300,297,326,366
Infantil II Ciclo,86,92,85,87,86
Primaria,204,208,181,173,184
ESO,0,0,31,66,96
