NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,985,1036,1000,875,945
ESO,230,245,304,350,355
Bachillerato,61,71,72,60,64
FP GM,388,413,338,198,214
FP GS,176,161,148,138,143
FPB,130,146,138,129,169
