NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,329,305,290,269,240
Infantil I Ciclo,0,0,25,36,30
Infantil II Ciclo,69,70,68,57,54
Primaria,260,235,197,176,156
