NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,750,720,712,714,735
ESO,550,510,518,526,557
Bachillerato,188,198,183,176,166
Programas Profesionales Modalidad Especial,12,12,11,12,12
