NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,592,554,534,509,512
Infantil II Ciclo,174,148,145,126,126
Primaria,418,406,389,383,381
Educación Básica Obligatoria,0,0,0,0,1
Educación Infantil Especial,0,0,0,0,4
