NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,715,732,749,771,736
ESO,461,491,484,497,459
Bachillerato,172,162,170,163,165
FP GM,40,42,34,36,28
FP GS,0,0,23,44,44
FPB,42,37,38,31,40
