NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,577,803,1031,662,646
ESO,430,456,523,507,466
Bachillerato,147,145,120,117,153
FP GS,0,202,388,38,27
