NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,560,575,580,551,543
ESO,418,427,436,392,392
Bachillerato,142,148,144,159,140
FP GM,0,0,0,0,11
