NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,746,810,859,904,933
ESO,450,514,608,623,593
Bachillerato,155,145,113,123,155
FP GM,73,86,75,86,95
FPB,68,65,63,72,90
