NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,226,227,217,240,240
Infantil I Ciclo,0,0,0,28,32
Infantil II Ciclo,77,76,69,66,59
Primaria,149,151,148,146,149
