NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,294,302,365,365,327
Infantil I Ciclo,0,0,36,39,36
Infantil II Ciclo,44,59,68,58,51
Primaria,250,243,261,268,240
