NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,204,239,254,237,228
Infantil II Ciclo,36,39,38,28,30
Primaria,116,114,99,96,97
ESO,52,86,117,113,101
