NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,529,546,565,565,548
ESO,371,368,387,375,356
Bachillerato,108,107,104,94,91
FP GM,38,42,27,36,49
FP GS,7,21,40,53,44
Programas Profesionales Modalidad Especial,5,8,7,7,8
